window_idx,window_start_s,bytes_read_per_sec,bytes_written_per_sec,rw_volume_ratio,file_deletion_rate,file_rename_rate,target_extension_velocity,seq_vs_random_disk_ratio,urandom_bytes_per_sec,mmap_brk_rate,mprotect_rate,futex_rate,net_packet_rate,net_byte_volume,unique_dest_ip_rate,dns_query_rate,connection_failure_rate,child_spawn_rate,execve_rate,syscall_sequence_entropy,io_burstiness_std,dir_ops,drop_rate,ransom_note_hits,library_call_rate_openssl,vmrss_kb,mean_file_entropy,time_to_first_encryption_s,encryption_slope,file_entropy_delta
551,55.1,2953650,407550,7.2473,150,0,150,0,0,459759610,2480,0,0,0,0,0,0,300,300,4.1609,13997.0892,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
559,55.9,1852650,219940,8.4234,90,0,90,0,0,284565832,1560,0,0,0,0,0,0,180,190,4.1679,13905.915,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
568,56.8,1516250,190030,7.979,80,0,80,0,0,216398088,1260,0,0,0,0,0,0,160,160,4.1617,10177.6825,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
577,57.7,1516860,100730,15.0587,90,0,80,0,0,262790667,1440,0,0,0,0,0,0,180,180,4.1501,14449.4428,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
586,58.6,1686810,219040,7.7009,90,0,90,0,0,241015502,1320,0,0,0,0,0,0,180,170,4.1649,11306.5478,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
594,59.4,937540,91000,10.3026,50,0,50,0,0,145994815,730,0,0,0,0,0,0,100,100,4.1531,11171.5141,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
603,60.3,962330,68250,14.1001,60,0,50,0,0,168127532,840,0,0,0,0,0,0,110,110,4.1706,10932.217,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
612,61.2,1005710,126950,7.9221,50,0,50,0,0,167769980,890,0,0,0,0,0,0,100,110,4.1662,13908.7631,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
621,62.1,1109480,88160,12.5848,60,0,60,0,0,178285693,960,0,0,0,0,0,0,120,120,4.1516,14615.0467,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
629,62.9,2826770,516590,5.472,150,0,140,0,0,416209280,2280,0,0,0,0,0,0,300,300,4.164,9842.439,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
638,63.8,2741130,355590,7.7087,150,0,140,0,0,436460445,2320,0,0,0,0,0,0,300,300,4.1564,6065.6247,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
647,64.7,2674680,265690,10.0669,140,0,140,0,0,430560647,2360,0,0,0,0,0,0,280,290,4.1623,11912.1252,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
656,65.6,2757950,424700,6.4939,140,0,150,0,0,415840160,2280,0,0,0,0,0,0,290,290,4.1509,7137.0736,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
664,66.4,2734870,347090,7.8794,140,0,140,0,0,430552455,2290,0,0,0,0,0,0,290,290,4.1724,8060.9985,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
673,67.3,2823990,298340,9.4657,140,0,140,0,0,430560647,2360,0,0,0,0,0,0,280,290,4.1644,7682.0146,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
682,68.2,2867530,347300,8.2566,150,0,150,0,0,437984445,2400,0,0,0,0,0,0,300,300,4.1637,5039.7044,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
691,69.1,2726330,346940,7.8582,140,0,140,0,0,428076426,2360,0,0,0,0,0,0,280,280,4.1568,7198.6788,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
699,69.9,2722710,330690,8.2334,140,0,140,0,0,430560647,2340,0,0,0,0,0,0,280,290,4.1645,12374.8965,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
708,70.8,2902280,407340,7.125,140,0,140,0,0,430560647,2360,0,0,0,0,0,0,280,290,4.1604,11342.0441,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
717,71.7,2684210,345990,7.7581,140,0,140,0,0,401735620,2200,0,0,0,0,0,0,270,270,4.1706,10064.0577,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
726,72.6,2836760,305750,9.278,150,0,150,0,0,437984445,2400,0,0,0,0,0,0,300,300,4.1587,12972.1284,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
734,73.4,2531840,409330,6.1853,120,0,130,0,0,352427540,2010,0,0,0,0,0,0,240,240,4.1626,10700.6469,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
743,74.3,2726930,347540,7.8464,140,0,140,0,0,428076426,2320,0,0,0,0,0,0,280,280,4.1586,12249.3889,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
752,75.2,2810580,337800,8.3202,140,0,150,0,0,408785482,2260,0,0,0,0,0,0,290,280,4.1699,8742.2411,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
761,76.1,2378940,394130,6.0359,120,0,130,0,0,350387556,1920,0,0,0,0,0,0,250,250,4.166,12858.0721,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
769,76.9,962690,125000,7.7015,50,0,60,0,0,145994815,800,0,0,0,0,0,0,100,100,4.1729,14713.493,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
778,77.8,960750,111150,8.6437,50,0,50,0,0,153044677,840,0,0,0,0,0,0,110,110,4.147,10424.0693,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
787,78.7,1000610,165100,6.0606,60,0,50,0,0,153418613,840,0,0,0,0,0,0,120,110,4.1388,15508.3796,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
796,79.6,1129370,125000,9.035,50,0,60,0,0,167769980,920,0,0,0,0,0,0,100,110,4.1757,11442.1062,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
804,80.4,1924700,249150,7.7251,100,0,100,0,0,291989630,1600,0,0,0,0,0,0,200,200,4.1583,8868.3604,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
813,81.3,2936860,452400,6.4917,140,0,150,0,0,430560647,2360,0,0,0,0,0,0,280,290,4.168,5650.5611,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
822,82.2,2742930,414290,6.6208,150,0,140,0,0,409160029,2240,0,0,0,0,0,0,280,280,4.1536,8449.8288,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
831,83.1,2755680,421650,6.5355,140,0,150,0,0,415834930,2280,0,0,0,0,0,0,290,290,4.1604,6071.8161,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
839,83.9,2649300,276240,9.5906,150,0,140,0,0,416209280,2280,0,0,0,0,0,0,290,290,4.1545,6194.3023,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
848,84.8,2837330,362700,7.8228,140,0,150,0,0,415834733,2280,0,0,0,0,0,0,290,290,4.1629,5809.3077,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
857,85.7,2829970,296400,9.5478,160,0,150,0,0,438356975,2400,0,0,0,0,0,0,300,300,4.1597,8578.8405,0,0,0,0,0,0.0,0.6514,-0.3972,1.2882
866,86.6,972410,43950,22.1254,50,0,50,40,0,157545053,880,0,0,0,0,0,20,120,110,4.2108,14828.1846,20,0,0,0,0,0.0,0.6514,-0.3972,1.2882
